Design Principle ,en,mdi.school,017f2907-39ee-0000-7768-9db9c55720c4,2022-02-23T23:59:55.791000+00:00
Wake up!,en,alarm.fill,017f2907-27d1-0000-1162-83378e8a35c2,2022-02-23T23:59:55.156000+00:00
Huis schoonmaken,nl,wand.and.stars,017f2907-205a-0000-0cec-aac3e7a286a3,2022-02-23T23:59:51.242000+00:00
Morning Routine,en,mdi.relax,017f2906-e194-0000-0926-b5981bb08066,2022-02-23T23:59:45.173000+00:00
Conceptual Process ,en,mdi.school,017f2906-c667-0000-52ff-f17adc0aac60,2022-02-23T23:59:37.213000+00:00
Klaarmaken,nl,custom.lipstick,017f2906-ef9e-0000-0306-4be7040bfad0,2022-02-23T23:59:32.767000+00:00
jaw massage ,en,mdi.relax,017f2906-95a9-0000-f05d-4319d64c98b9,2022-02-23T23:59:31.738000+00:00
Soins,fr,custom.lipstick,017f2906-f1fe-0000-6552-5556ea9b5813,2022-02-23T23:59:28.376000+00:00
More school,en,tv.fill,017f2906-a1b2-0000-0599-5e70e4aad017,2022-02-23T23:59:26.823000+00:00
Intensive Fat Burn,en,custom.dumbbell,017f2906-83ae-0000-14e7-b35be616de6e,2022-02-23T23:59:26.137000+00:00
Personal Hygiene ,en,custom.shower,017f2906-7d26-0000-20f1-4165d7587089,2022-02-23T23:59:25.460000+00:00
Cambiar Llantas,es,wrench.fill,017f2906-a4dd-0000-9dd5-700039810446,2022-02-23T23:59:21.635000+00:00
work,es,mdi.school,017f2906-b3ed-0000-6fa4-2e09946cba69,2022-02-23T23:59:14.488000+00:00
jaw massage ,en,mdi.relax,017f2906-95a6-0000-2f33-6ba3aba486f6,2022-02-23T23:59:13.738000+00:00
Worstenbroodjes in oven,nl,custom.cooking,017f2906-6e6d-0002-8c47-96db5bbd0e3c,2022-02-23T23:59:11.696000+00:00
work,es,mdi.school,017f2906-3876-0000-6499-f5cc977b50cf,2022-02-23T23:59:05.877000+00:00
Design Principle ,en,mdi.school,017f2906-4f81-0000-1c4e-ea1636f049ad,2022-02-23T23:59:04.780000+00:00
Breakfast ,en,noun.meal,017f2906-7d1f-0000-ad63-1159423d198d,2022-02-23T23:59:04.460000+00:00
Wake up!,en,alarm.fill,017f2906-86aa-0000-799d-0184b1579848,2022-02-23T23:59:03.904000+00:00
jaw massage ,en,mdi.relax,017f2906-32aa-0000-b832-b01d0d474684,2022-02-23T23:59:01.400000+00:00
work,es,mdi.school,017f2906-3870-0001-650e-2e5a01c4ae5f,2022-02-23T23:58:58.877000+00:00
Kledingkast opruimen,nl,text.badge.checkmark,017f2906-3c3b-0001-738f-d6299063c2a4,2022-02-23T23:58:49.848000+00:00
Cambio de Aceite,es,wrench.fill,017f2906-2fab-0001-15c5-646979fd1a3f,2022-02-23T23:58:44.633000+00:00
Dinner ,en,custom.cooking,017f2905-e277-0001-94c4-e21f9a4fca07,2022-02-23T23:58:43.868000+00:00
Humanities extra credit ,en,book.fill,017f2906-38fb-0000-12d0-e6825f5ccd08,2022-02-23T23:58:40.017000+00:00
Wakker worden!,nl,alarm.fill,017f2906-0527-0001-c1f8-38bafde945e5,2022-02-23T23:58:28.747000+00:00
Kledingkast opruimen,nl,text.badge.checkmark,017f2905-c0aa-0000-64d5-9b43f073fdcd,2022-02-23T23:58:28.213000+00:00
brain break,es,hourglass,017f2905-ad19-0000-dd92-4bd0458be978,2022-02-23T23:58:28.201000+00:00
Take care of laundry ,en,text.badge.checkmark,017f2905-896c-0001-e4ec-af8b57f1f449,2022-02-23T23:58:23.069000+00:00
Research closet organization,en,text.badge.checkmark,017f2905-8966-0001-bd99-313e7d98bfd8,2022-02-23T23:58:19.069000+00:00
Sleep Well!,en,moon.fill,017f2905-b9d7-0000-6470-5c11e28640b3,2022-02-23T23:58:18.459000+00:00
Research closet organization,en,text.badge.checkmark,017f2905-6bca-0000-8ad5-7d7b4d1654d8,2022-02-23T23:58:12.483000+00:00
Pendientes,es,text.badge.checkmark,017f2905-ba7b-0000-5fb5-484d146038e8,2022-02-23T23:58:09.632000+00:00
Thursday Work,en,bag.fill,017f2905-6975-0000-ee29-c2ffe17e64d4,2022-02-23T23:58:06.887000+00:00
Breakfast ,en,noun.meal,017f2905-2f69-0000-4be9-b1f2dcfe7aa3,2022-02-23T23:58:00.022000+00:00
Take care of laundry ,en,text.badge.checkmark,017f2905-3be7-0004-65a3-72d21c290af0,2022-02-23T23:57:59.229000+00:00
Sora,fr,custom.dog,017f2905-9261-0001-8eb5-3a567f9ecb68,2022-02-23T23:57:57.367000+00:00
twerk,en,dollarsign.circle.fill,017f2905-1c7e-0000-bcaf-51dabf813a81,2022-02-23T23:57:55.175000+00:00
Take care of laundry ,en,text.badge.checkmark,017f2905-3be6-0001-510f-6fd06a58e2c4,2022-02-23T23:57:51.229000+00:00
Dancing Days,en,sun.max.fill,017f2905-40be-0001-24c5-c7fbb9120c36,2022-02-23T23:57:50.468000+00:00
Personal Hygiene ,en,custom.shower,017f2905-2f64-0000-20e8-f4d09bf3f341,2022-02-23T23:57:47.022000+00:00
Hora de Acordar!,pt,alarm.fill,017f2905-2c24-0001-a32a-e403413fc1ae,2022-02-23T23:57:39.194000+00:00
Breakfast ,en,noun.meal,017f2904-c213-0001-f967-00a698909b37,2022-02-23T23:57:30.041000+00:00
workout,es,custom.dumbbell,017f2904-df89-0000-e9e5-89004c8a3a48,2022-02-23T23:57:22.578000+00:00
psych notes ,en,book.fill,017f2904-b57f-0001-d6b2-8d67e6078347,2022-02-23T23:57:14.811000+00:00
Shower ,pt,custom.shower,017f2904-b6f8-0000-f1f1-5d064d52ce1e,2022-02-23T23:57:05.197000+00:00
