Rest and meditate,en,custom.sit,017fa9d9-07a1-0000-32d6-fb1d5cf54bc4,2022-03-20T23:59:59.013000+00:00
Breakfast,en,noun.meal,017fa9c6-290c-0000-59a0-a5f247721160,2022-03-20T23:59:57.494000+00:00
lifting pestañas,en,hand.thumbsup.fill,017fa9c5-f539-0000-e12f-3b7d6fd3c986,2022-03-20T23:59:54.233000+00:00
Tomar remédios,pt,pills.fill,017fa9c6-00ec-0001-5810-d54a17f357e5,2022-03-20T23:59:54.227000+00:00
Wake up!,en,alarm.fill,017fa9c5-f661-0000-6586-762da13d7dc6,2022-03-20T23:59:43.526000+00:00
Sveglia!,it,alarm.fill,017fa9c5-ddb0-0003-f743-723100d3698c,2022-03-20T23:59:43.207000+00:00
Rest,en,custom.sit,017fa9c6-1e70-0000-889b-72b51d1bc211,2022-03-20T23:59:41.742000+00:00
พักผ่อน,th,tv.fill,017fa9c5-b59d-0000-3cf7-1b6342726291,2022-03-20T23:59:38.949000+00:00
"Autocuidado: Escovar os dentes, se hidratar…",pt,custom.toothbrush,017fa9c5-d60a-0000-4638-a3a78d1d59af,2022-03-20T23:59:38.247000+00:00
Prescription ,en,pills.fill,017fa9c5-d5d0-0000-0031-57650c027d85,2022-03-20T23:59:38.193000+00:00
Sleep Well!,en,moon.fill,017fa9c5-fb2b-0001-3913-d83012ff67ed,2022-03-20T23:59:37.757000+00:00
Dậy đi nào!,vi,alarm.fill,017fa9c5-bd9b-0000-395c-d086e9206a9c,2022-03-20T23:59:34.992000+00:00
Tea ,en,noun.meal,017fa9c5-a2e0-0000-febd-f4e3033d1720,2022-03-20T23:59:30.155000+00:00
"Lazer na TV (Netflix, etc)",pt,film.fill,017fa9c5-75fe-0000-10d0-26d60f216a14,2022-03-20T23:59:24.652000+00:00
Yoga/journaling,en,mdi.relax,017fa9c5-7bbc-0000-9104-c6be7dfb122b,2022-03-20T23:59:23.124000+00:00
Dormi bene!,it,moon.fill,017fa9c5-7c8f-0000-dfa0-dba69c8f9337,2022-03-20T23:59:18.336000+00:00
