Śniadanie ,pl,noun.meal,017e55e2-875b-0000-ab99-68a77bffc439,2022-01-13T23:59:58.207000+00:00
Jack swimming,en,drop.fill,017e55e2-515b-0001-0220-86d0e29f2613,2022-01-13T23:59:56.320000+00:00
Fill up wipers ,en,car.fill,017e55e2-35e2-0000-ec52-d16d0e716d77,2022-01-13T23:59:54.343000+00:00
Fill up wipers ,en,car.fill,017e5638-1978-0002-6c26-fb208261dc71,2022-01-13T23:59:54.167000+00:00
Desk Meeting,en,person.3.fill,017e55e2-69ea-0001-5c94-2a2b33d3f596,2022-01-13T23:59:53.629000+00:00
Pay parking fine,en,shield.fill,017e55e2-35dd-0000-dd5e-01832c7b9645,2022-01-13T23:59:50.343000+00:00
Pay parking fine,en,shield.fill,017e5638-1974-0000-2073-f40f44d3a828,2022-01-13T23:59:50.167000+00:00
Rest,en,battery.25,017e55e2-2502-0001-8f5f-9a35a066fcdc,2022-01-13T23:59:48.031000+00:00
Abacus ,en,number,017e55e2-7254-0000-d4a1-2f84a3eca834,2022-01-13T23:59:44.821000+00:00
Śniadanie ,pl,noun.meal,017e55e2-12c0-0000-48bc-efe8d43dad84,2022-01-13T23:59:42.359000+00:00
Abacus ,en,number,017e55e1-ef64-0001-6465-e0b0f677e5da,2022-01-13T23:59:37.302000+00:00
Shower 🧖‍♀️,en,custom.shower,017e55e2-051e-0001-f09b-871488af1304,2022-01-13T23:59:30.865000+00:00
Abacus ,en,number,017e55e1-ef60-0000-b7d1-e9d62c2ae724,2022-01-13T23:59:22.302000+00:00
Almuerzo ,en,noun.meal,017e55e1-db54-0000-f117-852718d59682,2022-01-13T23:59:22.169000+00:00
Sleep Well!,en,moon.fill,017e55e1-dad6-0000-5088-e53ae9559b11,2022-01-13T23:59:22.041000+00:00
Quads Day,en,custom.sit,017e55e1-7303-0000-a373-197a11564538,2022-01-13T23:59:00.460000+00:00
Go Shopping,en,cart.fill,017e55e1-66f2-0000-9ac0-2a5d2e449dc1,2022-01-13T23:58:56.374000+00:00
Clean / cook 👩‍🍳 ,en,house.fill,017e55e1-909a-0000-7de0-73181bf6ea2e,2022-01-13T23:58:55.036000+00:00
Preparazione discorso per montevecchi 5 min,it,pencil.and.outline,017e55e1-99b4-0000-a032-bfbcea21bd76,2022-01-13T23:58:54.367000+00:00
Bike,en,mdi.bike,017e55e1-46e3-0000-0d06-9dc56c741fa1,2022-01-13T23:58:54.159000+00:00
youtube and chem notes,en,play.rectangle.fill,017e55e1-aa62-0000-e2be-92225edb3719,2022-01-13T23:58:53.639000+00:00
Clean up,en,wand.and.stars,017e55e1-32c6-0000-8aab-ac15397a8000,2022-01-13T23:58:49.009000+00:00
Bike,en,mdi.bike,017e55e1-46dc-0000-04b3-88d90e1ee68a,2022-01-13T23:58:47.159000+00:00
Get dry cleaning money,en,creditcard.fill,017e55e1-26fe-0000-cc01-3c7daf113dc0,2022-01-13T23:58:40.001000+00:00
Go Shopping,en,cart.fill,017e55e1-166a-0000-e6a2-5647fa23cddc,2022-01-13T23:58:38.757000+00:00
MERCADO ORGÁNICO ,es,leaf.fill,017e55e1-14c6-0000-0c60-4cf3fc9c4835,2022-01-13T23:58:36.337000+00:00
TBL,en,person.2.fill,017e55e1-4cd0-0000-50c5-d0d6525d0ab9,2022-01-13T23:58:34.678000+00:00
Shower,en,custom.shower,017e55e1-4250-0000-bc46-1a8ab2323273,2022-01-13T23:58:29.998000+00:00
relax ,en,gamecontroller.fill,017e55e0-e921-0000-438f-5bdbcd46f9f8,2022-01-13T23:58:25.163000+00:00
Workout - 2,en,figure.walk,017e55e0-ec63-0001-5434-c5ef6ecdb922,2022-01-13T23:58:18.985000+00:00
Quads Day l,en,custom.sit,017e55e0-ff22-0000-dbc8-cdaf4a6e282e,2022-01-13T23:58:18.800000+00:00
Wax appointment ,en,custom.razor,017e55e0-cae5-0001-c49b-4213fb09552d,2022-01-13T23:58:16.427000+00:00
study korean,en,custom.language,017e55e1-02b0-0001-9dd3-7ae2bb37720e,2022-01-13T23:58:14.706000+00:00
Work out - 2,en,figure.walk,017e55e0-b170-0000-af19-e56244814643,2022-01-13T23:58:13.903000+00:00
Do what you can until it’s time to lay down ,en,bag.fill,017e55e0-bd9e-0000-4a9c-b422d1291a67,2022-01-13T23:58:11.025000+00:00
Go Shopping,en,cart.fill,017e55e0-a2e5-0002-95b2-8d10ff113867,2022-01-13T23:58:08.183000+00:00
Aufwachen!,de,alarm.fill,017e55e0-74cc-0002-6454-5297f8b8b5f1,2022-01-13T23:57:54.382000+00:00
Gym 🏃🏽‍♀️,en,mdi.running,017e55e0-a59a-0001-23de-104e8fa90984,2022-01-13T23:57:48.879000+00:00
Séminaire,fr,newspaper.fill,017e55e0-3d99-0003-c9a4-7716031686fe,2022-01-13T23:57:45.245000+00:00
Jack Panto!,en,person.3.fill,017e55e0-7be2-0000-3dc9-b386e0e9fa8d,2022-01-13T23:57:45.197000+00:00
Basen ,pl,drop.fill,017e55e0-3e6b-0001-37e5-f7040c5d6ca2,2022-01-13T23:57:42.465000+00:00
Wake up!,es,alarm.fill,017e581f-9a27-0000-9567-49ac3b8444c1,2022-01-13T23:57:39.127000+00:00
Gym/field? (See how ur feeling),en,custom.dumbbell,017e55e0-33a6-0000-56fb-9f20b7008602,2022-01-13T23:57:33.706000+00:00
Dna forensics pre class quiz ,en,magnifyingglass,017e55e0-2b55-0001-7ac5-630fd79525df,2022-01-13T23:57:32.579000+00:00
Essen,de,noun.meal,017e55e0-18c9-0000-b84c-493f9c719df9,2022-01-13T23:57:25.823000+00:00
Séminaire,fr,newspaper.fill,017e55e0-3d94-0000-7dbe-9173f98ed069,2022-01-13T23:57:25.245000+00:00
UniBib,de,mdi.bus,017e55df-e939-0002-6c68-0569994f3c5e,2022-01-13T23:57:19.650000+00:00
Essen,de,noun.meal,017e55e0-18c3-0000-335d-015e17ca2de8,2022-01-13T23:57:11.823000+00:00
Dna forensics pre class quiz ,en,magnifyingglass,017e55df-b51b-0001-da7d-e1c2b22fad88,2022-01-13T23:57:01.306000+00:00
