Get Ready,en,custom.shower,017e3c22-a087-0000-daa4-e08adf5413db,2022-01-08T23:59:52.324000+00:00
Brunch mit Annika und Maren,de,person.3.fill,017e3c22-4cff-0000-9b2a-d8e4d9f00d09,2022-01-08T23:59:46.935000+00:00
Breakfast ,en,noun.meal,017e3c22-392c-0000-6ccc-934f1aee25f5,2022-01-08T23:59:33.843000+00:00
Get dad bday present,en,cart.fill,017e3c22-2a0b-0001-096c-f1692006a9a6,2022-01-08T23:59:29.004000+00:00
Get dad bday present,en,cart.fill,017e3c47-35a3-0000-2e32-37d7f02fb150,2022-01-08T23:59:28.803000+00:00
Exercise,en,custom.dumbbell,017e3c22-1842-0002-cda8-d7875850ec63,2022-01-08T23:59:27.431000+00:00
brush teeth,en,custom.toothbrush,017e3c22-676c-0000-39f8-e07edc9bb89d,2022-01-08T23:59:26.720000+00:00
Schule,de,mdi.school,017e3c22-187b-0001-5c1a-ff582b313056,2022-01-08T23:59:19.489000+00:00
Sleep Well!,en,moon.fill,017e3c22-11c4-0000-1e05-a5d69485da83,2022-01-08T23:59:12.764000+00:00
Morning yoga ,en,mdi.relax,017e3c21-c3e9-0000-15b9-fe264e5602cc,2022-01-08T23:59:10.835000+00:00
Speech club ,en,music.mic,017e3c21-e537-0000-cc19-3c58aaee0716,2022-01-08T23:59:08.367000+00:00
Log Sick Day,en,text.badge.checkmark,017e3c21-e364-0002-4641-3a61dbafa78f,2022-01-08T23:59:07.890000+00:00
Wakker worden!,nl,alarm.fill,017e3c22-1ca6-0000-afd0-4954fa6ba3f9,2022-01-08T23:59:04.555000+00:00
Trotar,es,figure.walk,017e3c22-b6c2-0000-074a-d71da63eb13d,2022-01-08T23:59:04.020000+00:00
See if a Movie is available for next weekend,en,mdi.ticket,017e3e98-5766-0000-7713-628a0fa41f4d,2022-01-08T23:59:00.277000+00:00
Get dressed ,en,person.fill,017e3c21-bc3b-0000-436d-63acb46cd196,2022-01-08T23:58:49.877000+00:00
Diář?,en,calendar,017e3c21-9c00-0000-cccf-a68633ae71cd,2022-01-08T23:58:49.627000+00:00
Get Ready,en,custom.shower,017e3c21-c6e1-0001-d38f-11911c91826b,2022-01-08T23:58:46.606000+00:00
Get dressed ,en,person.fill,017e3c21-4ea6-0002-7d2a-77477b3392ff,2022-01-08T23:58:33.841000+00:00
No Instagram,de,burn,017e3c21-30b7-0001-7ddc-cbdd10fbb8ca,2022-01-08T23:58:33.181000+00:00
Exercise,en,custom.dumbbell,017e3c21-311d-0000-be58-b143bb990ad2,2022-01-08T23:58:28.279000+00:00
Wake up!,en,alarm.fill,017e3c21-7eb2-0000-e192-bf55f54112a4,2022-01-08T23:58:26.131000+00:00
wake up,en,alarm.fill,017e3c21-07f0-0000-f54a-a5a916e1cc96,2022-01-08T23:58:24.728000+00:00
Laufen (Family Time) ,de,figure.walk,017e3c21-5310-0002-2683-28cb6e804be0,2022-01-08T23:58:22.973000+00:00
Morning routine ,en,sunrise.fill,017e3c21-0c8a-0002-9114-7146655eab9c,2022-01-08T23:58:22.906000+00:00
Nadar,es,leaf.fill,017e3c21-025e-0001-9eb9-a4f7c07c90ba,2022-01-08T23:58:14.315000+00:00
Aufwachen!,de,alarm.fill,017e3c21-03e1-0001-68ba-534b1c351ee0,2022-01-08T23:58:10.676000+00:00
Wake up!,en,alarm.fill,017e3c21-102c-0000-66df-547d25a82b07,2022-01-08T23:58:08.833000+00:00
Slapen,nl,bed.double.fill,017e3c20-b405-0002-88c3-0600d44578ff,2022-01-08T23:58:00.258000+00:00
PSY 4530 B,en,book.fill,017e3c20-9460-0000-4348-02600d9357a0,2022-01-08T23:57:53.137000+00:00
Wake up!,en,alarm.fill,017e3c20-9423-0001-5e28-12316c600485,2022-01-08T23:57:52.089000+00:00
Fajr,es,safari.fill,017e3c20-9095-0000-e5cf-9bbacb83f76d,2022-01-08T23:57:48.167000+00:00
Make bed,en,bed.double.fill,017e3c20-c817-0000-e858-71f8114d77ad,2022-01-08T23:57:45.392000+00:00
PSY 3522 BA,en,book.fill,017e3c20-5a75-0003-4446-0558cafdd41f,2022-01-08T23:57:40.328000+00:00
Take medication,en,pills.fill,017e3c20-4c94-0000-d650-1d72a0c92942,2022-01-08T23:57:33.770000+00:00
Get up ,en,sunrise.fill,017e3c20-6556-0000-bf2c-5ce06aee045d,2022-01-08T23:57:29.108000+00:00
20 platen invoeren en beoordelen  ,nl,mdi.school,017e3c20-438f-0000-3a16-34432bcb8740,2022-01-08T23:57:27.457000+00:00
Chapter,en,star.fill,017e3c20-5a73-0001-0801-2d0229b3278a,2022-01-08T23:57:25.328000+00:00
Breakfast ,en,noun.meal,017e3c20-15cb-0001-1c1a-f207a2b357dd,2022-01-08T23:57:22.734000+00:00
20 platen invoeren en nakijken ,nl,mdi.school,017e3c20-4385-0000-62a3-0046123cd1d9,2022-01-08T23:57:17.457000+00:00
Cleaning,de,wand.and.stars,017e3c20-1314-0000-d0ee-8616775fc6f4,2022-01-08T23:57:14.046000+00:00
10 platen invoeren ,nl,mdi.school,017e3c1f-e55e-0000-4079-79dcb91eaa59,2022-01-08T23:57:03.324000+00:00
Exec meeting,en,star.fill,017e3c20-1f0a-0000-510c-7ea0fb2983c9,2022-01-08T23:57:01.118000+00:00
Prepararme para el fajr ,es,figure.wave,017e3c20-1a6d-0000-6407-34caebd545dd,2022-01-08T23:56:54.935000+00:00
Gameboard,en,book.fill,017e3c1f-a0ce-0002-0997-67962d99fce6,2022-01-08T23:56:51.792000+00:00
Fietsen ,nl,car.fill,017e3c1f-ca0b-0000-de67-7f3c31699f7d,2022-01-08T23:56:45.322000+00:00
Kalender anschauen ,de,calendar,017e3c1f-7565-0001-86a7-47c40c9d5003,2022-01-08T23:56:39.690000+00:00
Duolingo,en,custom.language,017e3c1f-b1db-0000-6747-9a5b9e7393b3,2022-01-08T23:56:32.167000+00:00
leave!,en,car.fill,017e3c1f-62e5-0000-3fe4-cd310e4bc260,2022-01-08T23:56:28.955000+00:00
Douchen en tandenpoetsen,nl,custom.shower,017e3c1f-263c-0002-7fac-a4146d301a3d,2022-01-08T23:56:21.424000+00:00
Reposar,es,person.fill,017e3c1f-2df1-0001-eb44-6c4566088770,2022-01-08T23:56:20.398000+00:00
shower ,en,custom.shower,017e3c1f-4460-0000-4484-27149abbc893,2022-01-08T23:56:17.139000+00:00
Šumivý šmudlík na mozek ,en,calendar,017e3c1f-4ff6-0000-b5aa-3253cc402e38,2022-01-08T23:56:16.103000+00:00
Anziehen ,de,music.note,017e3c1f-7cd3-0000-e949-25aa03e08081,2022-01-08T23:56:15.581000+00:00
Reposar,es,person.fill,017e3c1f-1138-0001-a826-1a3eb199051b,2022-01-08T23:56:13.988000+00:00
Fietsen ,nl,car.fill,017e3c1f-73d4-0001-40eb-80557a83f434,2022-01-08T23:56:13.290000+00:00
Morning yoga ,en,mdi.relax,017e3c1f-059b-0000-4d9c-37eb69f36b31,2022-01-08T23:56:12.067000+00:00
Douchen en tandenpoetsen,nl,custom.shower,017e3c1f-263a-0001-9d17-01dd6d34cf2f,2022-01-08T23:56:06.424000+00:00
Bona nit!,ca,moon.fill,017e3c1f-619c-0000-3db1-13fddfc77ee8,2022-01-08T23:56:04.624000+00:00
Douchen,nl,custom.shower,017e3c1e-c6e6-0001-d882-ff884faa900f,2022-01-08T23:55:55.009000+00:00
Lernzettel Englisch ,de,book.fill,017e3c1e-c1b1-0000-0cc6-b21cd8555832,2022-01-08T23:55:47.682000+00:00
E Ring schicken ,de,signature,017e3c1e-e929-0001-7f6a-03a141ed6669,2022-01-08T23:55:46.788000+00:00
Good morning 💜,ca,alarm.fill,017e3c1e-c851-0001-44e7-a1e90ae6fd72,2022-01-08T23:55:42.369000+00:00
Zähne bleachen ,de,custom.toothbrush,017e3c1e-744b-0001-1926-5b6a7a63eed1,2022-01-08T23:55:34.862000+00:00
Ir al baño,es,custom.toothbrush,017e3c1e-bb99-0001-dcb3-8a937f86369d,2022-01-08T23:55:33.127000+00:00
운동,en,custom.dumbbell,017e3c1e-832c-0000-e9e7-7a7818bebb79,2022-01-08T23:55:32.679000+00:00
Zähne bleachen ,de,custom.toothbrush,017e3c1e-36fc-0002-cadd-79dd17beec04,2022-01-08T23:55:13.176000+00:00
Tornare a scuola,it,mdi.school,017e3c1d-eab1-0000-d86d-96a1aaa445cb,2022-01-08T23:55:00.635000+00:00
책 읽기,en,book.fill,017e3c1d-e68f-0000-7d09-fbc95b6984b7,2022-01-08T23:54:59.581000+00:00
Night time routine,en,moon.fill,017e3c1d-faea-0000-e9e1-a146118143b3,2022-01-08T23:54:50.795000+00:00
책 읽기,en,at,017e3c1d-e687-0001-a01f-0a0c82cf27ae,2022-01-08T23:54:49.581000+00:00
Breakfast ,en,noun.meal,017e3c1d-e3fb-0003-2582-01e719259d0f,2022-01-08T23:54:42.915000+00:00
Breakfast ,en,noun.meal,017e3c1d-e3f9-0000-d690-53bdac3258f9,2022-01-08T23:54:35.915000+00:00
Answer Emails,en,at,017e3c1d-9816-0000-98c0-49e64ce655ca,2022-01-08T23:54:30.495000+00:00
Zähne bleachen ,de,custom.toothbrush,017e3c1d-899a-0002-3a54-46bf18b44100,2022-01-08T23:54:28.790000+00:00
Hoover stairs and landing,en,house.fill,017e3c1d-b6d2-0000-e698-4f96e9c4a259,2022-01-08T23:54:28.341000+00:00
Úterý 14.6 zubař ,en,stethoscope,017e3c1d-bc80-0000-3388-91d2fc4d7311,2022-01-08T23:54:25.777000+00:00
Estudiar,es,book.fill,017e3c1d-c47c-0000-d70b-3cff76c42f6b,2022-01-08T23:54:21.850000+00:00
Kamer opruimen,nl,wand.and.stars,017e3c1d-7e94-0000-27e1-d2c8db1ac265,2022-01-08T23:54:14.969000+00:00
God morgon!,sv,alarm.fill,017e3c1d-5281-0000-0d45-be15cdffe825,2022-01-08T23:54:12.686000+00:00
FYES 1000,en,mdi.school,017e3c1c-dadd-0000-1ed2-336d6cacc7b4,2022-01-08T23:53:41.052000+00:00
Anziehen ,de,music.note,017e3c1c-bdaa-0000-95c8-c1d0b8807c2c,2022-01-08T23:53:32.581000+00:00
Paquetería,es,shippingbox.fill,017e3c1c-88bc-0000-adc4-078379927143,2022-01-08T23:53:21.016000+00:00
Sleep Well!,en,moon.zzz.fill,017e3c1c-9392-0002-8f30-35f729a0cc2b,2022-01-08T23:53:20.795000+00:00
Clean bathroom ,en,custom.shower,017e3c1c-cd30-0000-cad6-0e3700487afb,2022-01-08T23:53:20.556000+00:00
